smile,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99,p_100,p_101,p_102,p_103,p_104,p_105,p_106,p_107,p_108,p_109,p_110,p_111,p_112,p_113,p_114,p_115,p_116,p_117,p_118,p_119,p_120,p_121,p_122,p_123,p_124,p_125,p_126,p_127,p_128,p_129,p_130,p_131,p_132,p_133,p_134,p_135,p_136,p_137,p_138,p_139,p_140,p_141,p_142,p_143,p_144,p_145,p_146,p_147,p_148,p_149,p_150,p_151,p_152,p_153,p_154,p_155,p_156,p_157,p_158,p_159,p_160,p_161,p_162,p_163,p_164,p_165,p_166,p_167,p_168,p_169,p_170,p_171,p_172,p_173,p_174,p_175,p_176,p_177,p_178,p_179,p_180,p_181,p_182,p_183,p_184,p_185,p_186,p_187,p_188,p_189,p_190,p_191,p_192,p_193,p_194,p_195,p_196,p_197,p_198,p_199,p_200,p_201,p_202,p_203,p_204,p_205,p_206,p_207,p_208,p_209,p_210,p_211,p_212,p_213,p_214,p_215,p_216,p_217,p_218,p_219,p_220,p_221,p_222,p_223,p_224,p_225,p_226,p_227,p_228,p_229,p_230,p_231,p_232,p_233,p_234,p_235,p_236,p_237,p_238,p_239,p_240,p_241,p_242,p_243,p_244,p_245,p_246,p_247,p_248,p_249,p_250,p_251,p_252,p_253,p_254,p_255,p_256,p_257,p_258,p_259,p_260,p_261,p_262,p_263,p_264,p_265,p_266,p_267,p_268,p_269,p_270,p_271,p_272,p_273,p_274,p_275,p_276,p_277,p_278,p_279,p_280,p_281,p_282,p_283,p_284,p_285,p_286,p_287,p_288,p_289,p_290,p_291,p_292,p_293,p_294,p_295,p_296,p_297,p_298,p_299
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.2129447,-1.5389774,-2.2245927,4.679339,1.0520315,0.27692798,-8.678493,2.908898,4.8298035,2.0574262,-3.2584665,-1.9314212,-6.9607697,0.058554865,-3.1005583,-0.6166114,3.9618423,-4.112019,-4.6875834,5.670348,3.5720508,4.9680486,11.908389,6.339151,-6.0504766,-0.687121,-2.0161474,-8.042781,1.237534,1.8221151,8.572916,-3.699663,-4.5697603,-4.0596766,3.2181022,1.0077345,-0.39545518,1.8180169,9.604418,3.9010777,-1.462875,-0.78979325,-4.698697,-1.4713864,-8.197363,2.7456865,-2.2926302,4.512268,-4.7955666,2.5594702,2.643619,-3.9795105,-2.2357054,-8.934699,-4.8870306,-4.2589297,-3.627592,1.6971668,2.423937,2.996257,-0.40818316,-6.09108,-0.39476025,2.2522264,-9.498795,2.0479436,5.17135,0.44618055,-4.026609,0.124945715,-4.3563223,1.2146636,8.026181,-3.8503091,-3.144587,5.144795,-4.6838417,3.4194913,-0.57773054,3.801236,4.5589433,-0.63255507,-4.10686,-9.891494,-1.7129762,-0.66482913,-7.6372457,4.80808,1.9904208,-0.4905022,4.7093925,4.4323926,1.463289,5.853066,1.526395,-0.8942333,2.8196714,3.7466636,5.1974654,0.51303226,-5.8301244,-8.476999,-5.6479115,-9.891748,3.463696,-6.209378,-0.40916124,1.7563978,1.6386395,-5.1560664,-10.604738,1.4471706,0.60280174,1.8482686,1.323198,-4.2433715,5.126974,7.3231134,-3.6492445,4.693188,-9.3866,0.5104488,-4.396622,5.240632,3.8312154,-8.2490015,-8.931109,-0.9563107,-5.126756,0.8117757,-0.34106207,4.568356,7.8996787,6.1494913,-3.331171,9.650684,11.296698,-0.24499166,6.6065035,-2.5116675,6.761338,1.9403175,0.9076935,0.86734927,6.2856174,7.782378,1.8050606,0.14814833,1.1133778,6.030925,2.727384,1.9608139,6.267914,-3.9634655,-0.18149857,0.48738667,-5.759596,-5.7453837,2.2262962,-0.55893093,-2.7344384,-0.97487605,-4.1111207,-0.34445754,-0.124560356,-4.875844,0.23310484,-3.0168219,0.9639814,2.3121161,-5.251103,-0.9554204,9.426707,-2.5544243,0.433618,0.58620334,4.4395275,-3.0140655,-5.192812,10.103099,-3.3652458,7.0431376,-1.3726265,7.8458066,9.868112,-4.2937255,-2.553584,-1.0963728,-3.6805413,-2.114232,0.18659028,-0.21688712,0.5214889,0.8019589,-0.07604148,-1.8341626,-4.519659,-6.366245,-1.3971624,2.5217226,3.0285225,4.7026496,4.591697,3.3010392,2.7633893,-1.6544564,10.055602,2.9997888,6.226878,-0.87820643,9.036641,-3.6938996,4.3304424,-6.7895722,2.0479145,0.35514876,1.2300416,6.051991,-3.7769947,3.725127,-1.6441061,-6.896027,-2.806405,0.74121517,2.8636203,-4.7687845,0.6156243,0.0076097585,6.0223336,-4.892424,1.7752373,-0.21854356,-3.2951858,-9.961443,-1.5415198,-3.5809503,-1.382114,-2.407906,-2.3318217,6.610455,5.0078397,-0.7294563,3.420698,0.9852103,-3.2403417,4.4690394,-9.6720295,-5.62111,0.96281546,-4.8819723,-12.569113,2.5964777,-3.3737502,0.23850866,-8.28653,-0.15628436,1.3436078,-6.1817813,6.5258703,-6.27928,-0.4061677,7.8058276,2.809796,6.8611407,2.3370416,-7.488859,-5.6214156,4.4804997,1.3610106,-4.2146993,-0.37969273,3.5442402,-1.6551019,0.85245883,0.70788443,-4.996189,-1.6981696,-0.1253021,-0.266058,0.029571975,-4.6793914,-4.315289,-9.754073,-3.984091,1.8586336,3.772756,-1.1996593,-0.3023202,-4.431269,-0.31856054,-1.862839,9.285961,7.5720053,1.2404202,-8.727465,-2.9318767,-4.774791,-3.3707783,-7.536181,-1.4021266
CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,0.59522194,-1.5151423,-1.1420553,3.393737,1.5077873,-1.193063,-6.671161,3.6667695,6.002975,1.2727268,-0.31733775,-0.5680572,0.4317059,0.5947433,-1.6323845,-2.2333333,3.7536397,-4.545647,-4.3396006,3.620446,2.6179717,5.3225102,9.881141,5.8970423,-4.3965397,0.098916665,-2.2309873,-7.079493,2.994182,-1.6864947,5.7055893,-4.8508754,-5.046054,-2.3824224,1.6609535,-0.110006586,-2.4161837,0.003600791,8.769886,3.911372,-2.9443183,-0.13900317,-3.7024043,-2.2355206,-5.1276236,2.2988205,-2.2329493,5.326934,-4.4918623,4.7813625,1.9410007,-6.9509163,2.5413985,-8.402396,-8.130205,-6.6737804,-4.011478,3.0438228,2.5021217,3.5390346,-0.4345187,-5.532437,-2.9424236,3.7493095,-12.254836,0.22558942,6.544419,0.40665096,-4.076772,-1.5943532,-4.833362,3.4499218,6.397757,-4.7305155,-0.058591932,5.748776,-6.930862,-0.7511584,-2.2105403,3.4234848,5.2847266,-0.88535523,0.058889404,-8.009115,1.2404649,0.022483826,-4.9284296,6.7856784,0.41170713,-2.470029,4.2257166,1.6971065,1.8476366,2.2137718,3.01741,-0.51051444,3.559129,5.099681,5.345123,0.010901108,-6.280967,-7.0757484,-5.9857593,-6.8556,3.5125663,-3.5336635,-0.86375487,3.8516178,1.1951936,-6.9864507,-9.689013,5.894925,1.9305644,-1.0571264,2.4711323,-3.1770153,6.189906,6.790104,-2.8988776,6.8689713,-7.608651,1.4289446,-3.0909414,4.6060658,3.732294,-7.6996007,-7.2895637,-0.22517815,-5.8313384,-0.21378715,-0.614377,5.6612387,6.5919065,6.130021,-0.68471,9.034341,9.205951,-2.8728366,6.889775,-4.489016,6.5890484,-0.8569488,0.23892051,-0.63164395,5.4584904,4.9893527,1.8073218,2.74012,-0.8362941,3.8312745,2.817544,3.292749,4.7573195,-2.6753287,-0.9201975,2.0699985,-5.1025085,-0.9017751,-0.74207366,-2.3800273,-2.837047,-1.9643997,-3.4492948,-0.11242996,-0.4447865,-4.6711135,-2.0139315,-3.2230284,-1.3495455,3.015509,-3.9776442,-2.0643747,10.933605,-3.8854308,4.2094126,0.80798084,4.386502,-1.6342324,-0.40903026,10.560251,0.90195453,8.288027,-0.4526867,8.197143,7.144912,-3.182373,-3.3708174,-2.678231,-5.025225,-0.9772444,0.5587884,-1.0536245,-0.2985184,-2.010984,0.025169149,-1.8733687,-3.6258166,-8.966036,-1.957328,2.7265573,2.5410552,5.116956,5.914634,4.802134,3.9770129,-1.6615586,9.43627,2.9872878,5.9253917,-2.0101647,9.837814,-5.6980352,7.1415243,-4.227323,4.0137773,-3.0381494,1.7844561,6.50777,-5.8107505,4.3099346,2.0284235,-7.214538,-2.968422,1.9051317,2.4278173,-6.149544,-2.4921896,-4.384567,2.7612596,-2.0673997,1.7992477,0.57598925,-4.808092,-8.524418,-3.523433,-6.613536,-2.1026125,-0.77923536,-2.235194,6.519743,6.426146,-2.4199426,4.0169578,3.0823317,-3.012597,3.5992804,-7.0601754,-4.7667985,-0.6192833,-0.16597173,-10.966017,4.539637,0.6203344,1.1720554,-7.6631374,0.6373228,1.3879453,-2.6735458,7.5871844,-7.911721,1.8438952,5.059599,1.344732,7.933401,3.774335,-4.8225307,-2.9591136,3.6573327,1.7660631,-5.856355,0.73261654,4.165149,-0.8336122,0.8523192,1.3306488,-5.1301303,-1.3667033,-0.1469315,0.020713912,1.6994394,-4.818141,-6.0064383,-8.678309,-4.1560698,1.233131,5.585577,-1.2385752,-1.1854156,-2.0317786,-1.21248,-0.14473316,8.955837,5.3029823,2.304624,-8.908718,-3.8291469,-3.91267,-3.6756506,-6.2922177,-0.93447834
CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,3.4376085,-5.0499287,-1.1006962,6.003576,-1.8973001,-1.6089385,-8.208486,1.9009248,5.3801045,3.5985217,-0.48543382,-1.9453715,-7.1087813,1.1244913,-3.6356297,-2.059217,3.7648313,-2.1976812,-5.7514863,5.6459007,2.744049,3.8810325,9.174279,5.858895,-7.448771,-1.0524262,-1.9085377,-7.9934487,-0.7286074,-0.54207206,9.655089,-5.646538,-4.95324,-2.3172646,3.044189,2.6998346,0.63833076,0.48812324,7.090894,2.9012525,-3.9807942,0.84778893,-3.6815338,-0.22750409,-6.4902644,5.252038,-2.329391,1.4444264,-3.044576,2.8871214,4.959992,-2.3377728,-1.6545165,-5.6605706,-4.9844494,-3.0043786,-4.37811,1.6484249,3.5331185,4.7054305,1.5493491,-6.0822477,-1.853194,0.68574065,-9.541477,0.9692993,6.6107416,-1.5239422,-0.0460241,1.2583746,-4.4133396,0.8664155,6.8685713,-3.9781024,-0.6896752,3.3893337,-4.4465585,2.2099512,-0.06593701,4.4431214,3.9399457,-0.0735399,-2.1269965,-7.2149205,2.4593365,-2.298606,-7.5800905,6.0964622,3.6819882,-1.6211473,2.9027889,3.262865,1.4718994,2.1699934,5.2681375,-0.1739877,2.4941046,5.6868963,4.1486354,1.518342,-5.2714663,-8.189573,-5.054804,-9.33385,3.7966952,-5.2413087,-0.26448646,2.231475,0.15505263,-5.1894803,-8.3150215,1.929005,0.04012017,0.2234914,-1.2413286,-2.9415226,5.9962516,6.7219057,-1.9104506,2.718891,-6.6530185,0.7970591,-1.3789078,5.7480783,2.3662827,-6.5461683,-6.8662267,-2.3905592,-4.2730565,-1.1177878,-0.6393074,5.117754,8.298557,6.1285496,-1.2172579,10.60112,8.501702,-3.0677042,7.342275,-4.212928,3.1822395,-1.6701676,-1.935734,0.6725428,6.143057,4.6266756,0.35657737,0.8138331,-2.0775197,6.5860786,4.054325,2.0144732,6.5027785,-2.9750867,-1.6648111,1.0785372,-4.1806374,-4.896181,-0.31244543,-1.6042204,-2.9390833,-5.054951,-4.999269,-0.6161839,0.7392895,-5.1520276,-0.20955062,0.6193681,-1.0466976,2.6518812,-5.3260927,-4.487891,9.482201,0.36814576,1.7836362,-2.3252778,4.0510664,-2.3378289,-4.6491723,7.580561,-1.9073908,7.589328,-2.1762102,7.298828,7.2308593,-1.3798565,-3.3861182,-4.2508535,-3.167309,-2.0718007,-2.2157824,-0.27674603,-0.46940723,-1.1503191,-0.17184308,-2.5729098,-4.02207,-8.706067,-2.7392037,1.5774873,4.387796,2.031012,3.1765525,2.825774,5.045489,-0.24898006,8.807642,3.6346917,5.431958,-0.7229297,7.6767764,-1.1776024,5.682508,-7.0161695,0.32285511,-1.8041813,-2.2557154,3.8254442,-3.2044647,4.50786,-0.2493647,-6.744904,-2.3211107,0.8055645,2.4579449,-3.9979212,-2.1470852,-1.8583922,2.369868,-5.319208,1.929311,0.35890716,-1.1907257,-10.356968,-0.968287,-3.8289962,-2.3857849,-1.1233793,-3.5148237,6.857561,5.6460004,1.93259,5.483194,0.39960784,-4.0781446,3.4801898,-9.705259,-5.336325,1.0322663,-4.6894608,-12.292254,2.9112866,-0.4151385,-0.41461825,-9.161938,1.3734579,2.5041714,-6.3274436,6.600003,-3.8540232,0.8598939,4.365673,3.7681055,7.784286,2.2639067,-6.53077,-4.3682604,5.753281,-0.049559467,-5.6786027,-1.8187972,3.1480496,-2.1397476,-0.79457927,-1.0420809,-2.7613032,-0.8029846,0.5951898,-0.6288525,-0.59508675,-4.830488,-5.550121,-9.912988,-6.544649,-0.8518597,4.513791,-1.8886101,-1.8073441,-5.648738,0.38258624,-0.39808655,10.346076,5.557737,-2.2241938,-8.82309,-2.588363,-5.069476,-2.1208684,-7.194276,-0.77336955
C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,2.4193513,-4.1282907,-3.2009995,6.4064865,-2.9973118,-2.440366,-9.286803,-0.18791214,6.623507,1.8462994,-0.7929045,-0.9830409,-7.035613,0.9234885,-4.7432833,-1.7103353,2.9012642,-5.1634088,-6.4787025,7.6136303,2.2411602,6.038071,11.065182,8.352943,-8.7038145,-0.5605762,-0.87936103,-10.1589155,-2.9130623,-0.89378476,9.008272,-4.8001127,-4.6125913,-2.697053,1.1429225,0.91878396,-0.40943545,-2.1737423,12.246794,4.253528,-2.4577131,-1.4081231,-1.8827362,-0.433488,-9.005393,5.4927335,0.10748776,4.460376,-5.6724663,7.205448,2.8015265,-6.1218557,-4.401921,-7.6292434,-8.295027,-4.7988677,-6.833962,0.92281604,7.109708,11.208439,-1.3984835,-7.842203,-5.5017242,2.6460357,-13.983031,-2.6645715,10.275053,-0.77255994,0.23079783,0.86361325,-6.091521,1.201958,7.4719515,-3.1166868,-1.8358195,4.8128366,-5.2945986,3.2604718,-1.4244274,4.188454,6.147886,-0.056213796,-5.2248883,-12.480056,2.361915,-2.9845252,-6.4368567,9.888066,3.876062,-2.7560897,1.7159575,2.633462,1.8994303,4.2978954,3.1499753,-1.7855858,1.6221606,6.4906683,2.9044163,2.0413537,-4.8869762,-3.9899588,-5.240048,-13.087459,2.750251,-4.7432094,-0.23955008,4.6349645,0.5543341,-7.376488,-10.153769,4.458582,0.0026766807,-0.50057685,-0.90242195,-3.821328,7.64158,7.567529,-5.3303766,1.8902305,-8.27588,2.920232,-3.5291867,7.8618045,2.3311198,-5.119354,-6.9336004,-2.0185728,-4.1690803,0.33258486,-1.8360091,3.6432202,9.743357,8.402871,-0.5633665,15.472152,11.180264,-0.1942398,6.607252,-4.340284,3.3624642,-2.1143048,-1.7001898,-0.30582404,4.5304976,6.1711054,-1.6786287,2.1315684,0.26231804,3.302982,5.7423334,3.1453233,7.2691584,-1.6962408,-2.1246245,1.2944561,-6.8807077,-5.5452366,0.03466157,-1.1233886,-2.3989184,-2.9751136,-5.5332913,-0.7206547,0.67606485,-6.286875,1.1612852,0.5236907,-0.8775329,4.565822,-3.3626342,-4.388305,9.649192,-2.65486,3.099508,-0.58560055,4.5801916,-3.0044816,-4.2558975,9.178866,-0.96720105,7.5960083,-2.3955426,9.507308,9.868585,-0.06452528,-3.1735806,-2.152451,-4.646074,-4.222881,-3.0162857,-0.9115685,1.7302902,0.18195793,-3.2381573,-3.303346,-4.019669,-8.844565,-3.875497,3.329358,5.155642,1.3083864,4.8006563,3.9992175,4.372803,-2.0458045,10.37046,6.559235,10.312392,-1.6061839,10.30014,-3.539064,4.476992,-8.058958,-1.4821347,-2.5438807,1.6781731,5.04236,-5.7433057,6.1430326,0.3315564,-9.187099,-3.9461355,1.2611378,1.8387315,-5.8793526,-3.525763,-0.18108596,4.0599585,-4.1450353,3.2417772,0.703422,-3.7568884,-12.724785,-0.92903304,-4.990901,-3.7974029,0.9459102,-3.0095124,6.7483764,5.2293,0.6615603,5.183646,0.65869284,-5.6718836,5.2344747,-10.526614,-6.2354407,-0.32030007,-1.3531008,-14.51559,3.3459227,2.2522557,1.4815767,-12.081882,0.6177568,2.6225965,-2.104084,4.815472,-4.787708,0.6197336,6.7834654,3.308994,9.566819,3.4337378,-7.157446,-7.44664,5.686274,-0.16914639,-5.784371,-0.40179923,2.9449663,-2.7886748,-0.10031003,-1.3736277,-2.0413842,-0.5490741,3.3324084,1.1416816,1.0926932,-5.6588316,-6.689506,-12.0964365,-6.016318,-0.86981916,4.2991605,-0.95191085,-3.9870822,-5.1304836,1.5011286,-2.8106515,12.985789,4.827246,-1.1653318,-9.69511,-7.3868566,-8.216141,-4.249732,-9.159241,0.49890468
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,1.3646036,-3.6252253,-2.4254084,7.0546722,-1.6410457,-1.4632785,-10.879543,0.08826682,14.563454,3.0328302,-5.673604,-0.6443826,-6.8494544,0.88939196,-4.7170315,-2.3910275,5.160556,-3.4436855,-5.7869244,4.9412584,2.4277704,5.21375,10.197393,6.7237563,-8.073732,-0.9129628,0.40510684,-9.148488,-2.0574827,1.2993517,10.34883,-6.648698,-2.0220895,-4.205506,3.335567,0.6478552,4.139173,0.43532154,9.308719,4.537422,-4.1110983,-0.2386308,-5.057672,1.2463398,-10.947051,1.5264578,-1.141959,8.470952,-4.0909963,6.102777,2.8717496,-6.197615,-4.3567257,-10.041447,-3.8298788,-7.224891,-5.1771584,-2.1858664,3.7326505,6.729989,2.1455941,-6.7367964,-0.8550209,2.4249651,-9.484871,-0.7916235,7.3735337,-0.18880506,-2.3699417,-2.7897394,-4.089443,2.049505,5.345875,-4.9084883,0.38249958,5.315929,-4.1199527,4.8474436,-0.17818424,3.2229946,6.5593967,0.43751532,-1.883921,-9.287143,1.3173757,-1.6683476,-6.707213,3.6007705,2.471599,-5.464077,2.88547,1.0224768,2.722938,5.281765,3.2058256,-0.43261838,4.3767385,3.1896544,5.1569715,2.2362065,-4.5325985,-5.502527,-4.899102,-9.76724,4.2357264,-5.045941,-2.874589,3.1355238,2.2908285,-6.763221,-11.2608795,3.6368542,4.5144706,-2.4090927,2.6979098,-2.9225965,6.6206737,6.525942,-4.968832,7.2515407,-10.810888,1.9400918,-6.485673,4.453744,3.2893693,-2.8773901,-6.1286554,0.33990437,-2.472155,2.9650497,-2.5226748,0.030678555,8.845159,10.204193,-3.6364346,11.05081,13.936132,-1.1218631,10.387573,-1.5571343,4.26358,-0.7476992,-2.817967,1.0205656,6.815143,7.269615,4.6071463,-3.3071253,-0.09778288,8.599345,4.7694564,2.186236,7.0566425,-3.0052114,0.94842637,0.52670074,-5.065295,-4.1892695,1.720554,-5.553889,-2.9777935,-3.2904968,-3.8229175,2.7232633,1.44259,-4.5509486,1.0310334,-1.5075787,-0.30858698,3.5842912,-5.7003865,-4.0278926,8.790354,-0.0819349,1.4748713,1.8573333,7.0694137,-3.6062372,-3.2186882,9.174694,-2.0929887,8.284327,-3.8377924,8.676313,7.049888,-3.7870798,-3.237561,-4.504565,-5.4323673,-2.0359323,0.24149369,-1.1493506,-0.4347605,0.6336253,1.474851,1.0130074,-3.5953515,-9.904962,-1.4408693,-2.4168277,3.7712088,2.632865,5.400365,4.117103,2.6153646,-0.5026864,8.410238,4.227275,8.674154,-2.591692,11.351954,-0.7445644,6.2309027,-4.71227,0.81747967,0.48599768,-0.15088855,4.051017,-8.408109,3.4249938,1.2075517,-8.800171,-2.8981755,-0.91457236,2.8758152,-6.892033,-2.2062151,2.3374307,5.999981,-7.5371575,3.4522831,-0.41374692,-5.194627,-9.049177,-1.1487263,-2.7828844,-3.2097259,-2.52107,-3.8332179,8.716714,2.565813,-0.5601385,1.0333779,-0.5456679,-6.428026,3.623992,-8.206533,-5.854508,1.8258705,-3.8741264,-13.244003,0.42309582,-2.3240192,1.6431214,-10.329246,2.279177,1.7663912,-5.3962536,4.2711506,-3.6362307,0.68351626,5.0903473,3.7184873,6.2337646,2.3297381,-4.9088516,-6.566857,1.8154159,1.1724374,-7.115685,-1.9415517,2.704897,-0.16238248,3.818599,-2.2104921,-3.651772,-4.1161733,1.1725459,-0.4586107,1.4949458,-4.063045,-5.2170515,-16.266575,-3.5244076,-0.5027601,2.5708663,0.2117465,-2.4278412,-2.8624256,-0.029662047,-2.5285742,7.8764277,11.066363,1.5786183,-6.096572,-0.10474503,-0.72400165,-4.409212,-8.755808,-0.46829936
CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,2.0985045,-0.9393849,-0.8709389,4.892739,-1.3136936,-0.06222391,-10.780325,2.491839,6.5946956,1.5720158,-3.413877,-2.5656412,-4.9158087,-0.42514852,-5.8212953,0.35344148,6.6068788,-4.052894,-5.762681,4.9467993,0.5708952,2.2962937,13.795685,8.055501,-8.258613,-0.6872756,-3.1760805,-8.50278,0.21773623,0.85861015,8.624355,-2.6096933,-3.1920164,-4.6489797,4.1363034,0.850849,-0.2821477,-0.9098948,11.724606,2.8810453,-3.3170407,-1.9633647,-4.8688984,-1.8919163,-11.76945,1.8162869,-2.2754912,7.9718614,-3.9974976,3.490755,5.472165,-7.071922,-1.0952612,-10.715395,-7.929766,-5.3184233,-4.181965,1.786959,1.8079295,5.6282396,0.8646072,-6.5790644,-1.7113208,1.425073,-12.765036,-3.1026824,9.003062,-0.49926892,-3.6606808,-1.1246856,-6.6687937,2.2965338,8.422872,-5.004092,-2.5216773,6.0503345,-6.4964952,4.3329096,0.041793473,1.2759689,5.27814,0.12653929,-3.6123185,-11.295989,-0.305638,0.4255961,-6.722186,7.2414527,3.986769,-4.075266,5.7980237,1.606668,2.8716762,7.0776486,0.34570578,-1.2183272,0.30192488,4.1408243,2.3123674,0.90334404,-7.3356714,-5.2863092,-5.660392,-10.146968,4.0511518,-3.1309037,-1.7203796,2.78404,1.6293432,-7.775989,-12.470744,2.8224688,4.3424444,2.7433357,3.663441,-4.7897553,6.605652,9.350908,-3.7768426,7.0148954,-10.386824,3.1356442,-4.8255196,4.708426,4.5590105,-5.5728498,-10.305152,-0.7152133,-2.315605,1.921644,-1.376194,4.294077,7.7648206,5.6967506,-3.0610018,12.056494,12.935349,0.71159863,6.053494,-3.325588,4.023881,-0.7098484,-0.092600346,1.3253756,5.862973,5.486673,1.7190704,2.0161004,-0.61502004,6.847928,3.6214268,3.054578,7.563095,-2.0183072,-1.859182,4.269557,-6.1376257,-4.402133,3.2639804,-2.4066176,-5.422061,-0.56281894,-5.4435587,1.5781159,1.3100436,-5.423295,1.0827603,-1.8461435,1.0827689,0.46869367,-4.611895,-5.11754,9.010226,-4.4724293,3.9053411,2.3585172,3.718078,-3.772055,-4.7773924,11.095628,-3.258194,8.459202,-2.875886,9.971723,7.764719,-2.5106497,-5.092552,-5.7482934,-5.2325144,-1.892213,-2.076389,0.8896815,0.7513676,-1.886632,-0.111810565,-1.9438789,-3.94521,-8.100288,-2.392763,5.141994,6.0172663,4.367969,7.5500054,3.0261278,3.8713276,-1.4456292,11.466855,4.1247005,8.658717,1.372172,11.780964,-2.8737524,5.673579,-5.8085165,1.1374943,-2.110158,1.3339113,7.3484044,-4.975891,5.0344276,-1.5454602,-6.051669,-4.2358522,-0.39479098,4.1382813,-4.972646,-3.0787919,-0.0068003684,8.033684,-7.007821,2.189203,0.98028,-5.1668234,-10.408038,-2.1608293,-5.2278605,-1.2862394,-1.8162116,-3.220725,6.650556,3.213918,-3.5998633,3.405934,1.6200176,-4.4007835,3.0851047,-8.5279875,-5.837784,-2.2184176,-5.611418,-12.880802,1.7255136,-3.013162,-0.47393134,-12.998088,-0.7497078,2.3502905,-4.972274,4.5226083,-9.116238,-0.25441688,8.0980425,4.7852597,7.60604,4.670276,-6.5204573,-5.1952586,3.0437565,1.3635738,-7.5445833,0.62345946,4.1151185,-0.7090887,0.7466227,0.28409833,-3.5350628,-3.4694161,0.16476348,0.6666582,1.7856988,-6.206371,-6.134921,-8.833039,-3.5440273,1.5855699,2.273526,-0.24230878,-1.8977189,-3.9265068,0.39676046,-2.855706,8.462715,10.22363,1.8019515,-10.9078245,-5.228049,-6.2532635,-6.2942033,-8.995069,0.6188375
